id,text,condition,domain,source_id,source_file
fr_eng_s_e_s_n:4_target_language,"Le journaliste, passionné de toutes les plateformes de streaming, a toujours gardé une place spéciale pour le cinéma traditionnel, surtout en ce qui concerne les expériences sur grand écran.",target_language,entertainment,4,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:4_code_switched,"Le journaliste, passionné par toutes les plateformes de streaming, a toujours gardé une place spéciale pour le cinéma traditionnel, especially when it comes to big screen experiences.",code_switched,entertainment,4,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:5_english,I read that Soig Sibéril was a pioneer of Breton music. He really changed the way people saw the guitar in traditional music. It's impressive how he collaborated with so many local artists. His influence is still felt in Brittany's music scene. The news of his death really touched me. It's always sad to lose someone who brought so much to the culture. I think his contributions will continue to inspire many musicians.,english,entertainment,5,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:5_target_language,J'ai lu que Soig Sibéril était un pionnier de la musique bretonne. Il a vraiment changé la façon dont les gens ont vu la guitare dans la musique traditionnelle. C'est impressionnant comment il a collaboré avec tant d'artistes locaux. Son influence est encore ressentie dans la scène musicale bretonne. La nouvelle de sa mort m'a vraiment touché. Il est toujours triste de perdre quelqu'un qui a tant apporté à la culture. Je pense que ses contributions continueront d'inspirer de nombreux musiciens.,target_language,entertainment,5,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:5_code_switched,J'ai lu que Soïg Sibéril était un pionnier de la musique bretonne. He really changed the way people saw the guitar in traditional music. C'est impressionnant comment il a collaboré avec tant d'artistes locaux. His influence is still felt in Brittany's music scene. La nouvelle de son décès m'a vraiment touchée. It's always sad to lose someone who brought so much to the culture. Je pense que ses contributions continueront d'inspirer de nombreux musiciens.,code_switched,entertainment,5,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:6_english,"Last night, she watched ""Don't forget the lyrics!"" with her family, and they all had so much fun singing the lyrics together.",english,entertainment,6,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:6_target_language,"La nuit dernière, elle a regardé ""N'oubliez pas les paroles!"" avec sa famille, et ils ont tous eu tellement de plaisir à chanter les paroles ensemble.",target_language,entertainment,6,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:6_code_switched,"Hier soir, elle a regardé ""N'oubliez pas les paroles !"" avec sa famille, and they all had so much fun guessing the lyrics together.",code_switched,entertainment,6,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:7_english,"When I read Murakami's latest novel, I couldn't help but felt transported into another world. The story was so mysterious that, sometimes, I wondered if all this was just a dream. I loved the way his words paint Paris, like a city with uncertains walls.",english,entertainment,7,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:7_target_language,"Quand j'ai lu le dernier roman de Murakami, je ne pouvais m'empêcher de me sentir transporté dans un autre monde. L'histoire était si mystérieuse que, parfois, je me demandais si tout cela n'était qu'un rêve. J'ai adoré la façon dont ses mots peignent Paris, comme une ville avec des murs incertains.",target_language,entertainment,7,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:7_code_switched,"Quand j'ai lu le dernier roman de Murakami, I couldn't help but feel transported dans un autre monde. L'histoire était si mystérieuse que, sometimes, je me demandais si tout cela n'était qu'un rêve. J'ai adoré la façon dont ses mots peignent Paris, like a city with uncertain walls.",code_switched,entertainment,7,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:8_english,"This year, I'm going to watch all the new movies with the great directors, because I don't want to miss any big moments at the cinema.",english,entertainment,8,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:8_target_language,"Cette année, je vais regarder tous les nouveaux films avec les grands réalisateurs, parce que je ne veux pas manquer de grands moments au cinéma.",target_language,entertainment,8,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:8_code_switched,"Cette année, je vais regarder tous les nouveaux films avec les grands réalisateurs, because I don't want to miss any big moments au cinéma.",code_switched,entertainment,8,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:9_english,"In the future, I think Demi Moore will continue to inspire many young actors, especially with her impressive career and resilience.",english,entertainment,9,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:9_target_language,"À l'avenir, je pense que Demi Moore continuera d'inspirer de nombreux jeunes acteurs, notamment avec son impressionnante carrière et sa résilience.",target_language,entertainment,9,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:9_code_switched,"Dans le futur, je pense que Demi Moore continuera à inspirer de nombreux jeunes acteurs, especially with her impressive career and resilience.",code_switched,entertainment,9,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:10_english,"I saw Bong Joon-ho's new movie last weekend, and frankly, the script really surprised me, especially when the plot twist happened.",english,entertainment,10,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:10_target_language,"J'ai vu le nouveau film de Bong Joon-ho le week-end dernier, et franchement, le scénario m'a vraiment surpris, surtout quand l'intrigue s'est produite.",target_language,entertainment,10,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:10_code_switched,"J'ai vu le nouveau film de Bong Joon-ho le week-end dernier, et franchement, le scénario m'a vraiment surprise, especially when the plot twist happened.",code_switched,entertainment,10,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:11_english,"He will surely celebrate this success with his friends, because reaching such a high number of sales is a big achievement. His parents will be proud of him, especially considering how young he is for such a milestone.",english,entertainment,11,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:11_target_language,"Il célébrera sûrement ce succès avec ses amis, car atteindre un si grand nombre de ventes est une grande réussite. Ses parents seront fiers de lui, surtout en considérant combien il est jeune pour une telle étape.",target_language,entertainment,11,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:11_code_switched,"Il va sûrement célébrer ce succès avec ses amis, because reaching such a high number of sales is a big achievement. Ses parents seront fiers de lui, especially considering how young he is for such a milestone.",code_switched,entertainment,11,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:12_english,"She had watched the movie last night, and she really enjoyed the ending. After finishing the show, she said it was amazing, especially the soundtrack. Her friend recommended a new show, so she checked it out immediately. She found the performance of the main actress impressive, even though the plot was predictable.",english,entertainment,12,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:12_target_language,"Elle avait regardé le film hier soir, et elle a vraiment apprécié la fin. Après avoir terminé le spectacle, elle a dit que c'était incroyable, surtout la bande son. Son amie a recommandé un nouveau spectacle, donc elle l'a vérifié immédiatement. Elle a trouvé la performance de l'actrice principale impressionnante, même si l'intrigue était prévisible.",target_language,entertainment,12,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:12_code_switched,"Elle avait regardé le film hier soir, and she really enjoyed the ending. Après avoir fini la série, elle a dit que c'était incroyable, especially the soundtrack. Son amie a recommandé un nouveau spectacle, so she checked it out immédiatement. Elle a trouvé la performance de l'actrice principale impressionnante, even though the plot était prévisible.",code_switched,entertainment,12,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:13_english,"She watched Nikos Aliagas' announcement on TikTok, and she felt genetically excited about the changes for The Voice Kids. She remembered that the last season had already surprised everyone, but this time, the suspense was even bigger. After the announcement, she immediately shared the news with her friends, who couldn't wait to see the new format.",english,entertainment,13,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:13_target_language,"Elle a regardé l'annonce de Nikos Aliagas sur TikTok, et elle avait vraiment hâte pour les changements pour The Voice Kids. Elle s'est souvenue que la saison dernière avait déjà surpris tout le monde, mais cette fois, le suspense était encore plus grand. Après l'annonce, elle a immédiatement partagé la nouvelle avec ses amis, qui ne pouvaient pas attendre pour voir le nouveau format.",target_language,entertainment,13,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:13_code_switched,"Elle a regardé l'annonce de Nikos Aliagas sur TikTok, and she felt genuinely excited about the changes for The Voice Kids. Elle s'est souvenue que la dernière saison avait déjà surpris tout le monde, but this time, the suspense was even bigger. Après l'annonce, elle a immédiatement partagé la nouvelle avec ses amis, who couldn't wait to see the new format.",code_switched,entertainment,13,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:14_english,"Jean-Jacques Goldman will probably continue to avoid the spotlight, but he will surely inspire many fans with his enduring legacy.",english,entertainment,14,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:14_target_language,"Jean-Jacques Goldman continuera probablement à éviter les projecteurs, mais il inspirera sûrement de nombreux fans avec son héritage durable.",target_language,entertainment,14,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:14_code_switched,"Jean-Jacques Goldman va probablement continuer à éviter les projecteurs, mais il va sûrement inspirer beaucoup de fans with his enduring legacy.",code_switched,entertainment,14,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:15_english,"The singer shares his difficult experience, and she thinks it shows a lot of courage. She notes that in this genre of show, authenticity is really important. It's interesting to see how he manages his emotions, especially in front of the public. She believes that speaking openly about his wounds, it helps others to feel less alone.",english,entertainment,15,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:15_target_language,"La chanteuse partage son expérience difficile, et elle pense qu'elle montre beaucoup de courage. Elle note que dans ce genre de spectacle, l'authenticité est vraiment importante. C'est intéressant de voir comment il gère ses émotions, surtout devant le public. Elle croit que parler ouvertement de ses blessures aide les autres à se sentir moins seuls.",target_language,entertainment,15,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:15_code_switched,"Le chanteur partage son expérience difficile, and she thinks it shows a lot of courage. Elle remarque que dans ce genre d'émission, authenticity is really important. C'est intéressant de voir comment il gère ses émotions, especially in front of the public. Elle estime que parler ouvertement de ses blessures, it helps others to feel less alone.",code_switched,entertainment,15,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:16_english,"It is incredible to see how African cinema will evolve after Souleymane Cissé's disappearance, especially considering his impact on future generations. I think that in the coming years, young Malian filmmakers will be inspired by his work to push boundaries in filmmaking. We will probably celebrate his legacy at several festivals, and I will make sure to wait at least one of them to pay tribute to his genius. I hope his films will be restored and broadcast internationally, so that people everywhere can appreciate his vision.",english,entertainment,16,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:16_target_language,"Il est incroyable de voir comment évoluera le cinéma africain après la disparition de Souleymane Cissé, compte tenu notamment de son impact sur les générations futures. Je pense que dans les années à venir, les jeunes cinéastes maliens s'inspireront de son travail pour repousser les limites de la production cinématographique. Nous célébrerons probablement son héritage dans plusieurs festivals, et je m'assurerai d'attendre au moins l'un d'eux pour rendre hommage à son génie. J'espère que ses films seront restaurés et diffusés à l'échelle internationale, afin que les gens du monde entier puissent apprécier sa vision.",target_language,entertainment,16,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:16_code_switched,"C'est incroyable de voir comment le cinéma africain va évoluer après la disparition de Souleymane Cissé, especially considering his impact on future generations. Je pense que, dans les prochaines années, les jeunes réalisateurs maliens vont s'inspirer de son œuvre to push boundaries in filmmaking. On va sans doute célébrer son héritage dans plusieurs festivals, and I will make sure to attend at least one of them pour rendre hommage à son génie. J'espère que ses films seront restaurés et diffusés à l'international, so that people everywhere can appreciate his vision.",code_switched,entertainment,16,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:17_english,"She quit smoking recently, which really changed her voice and made it sound clearer, according to her loved ones.",english,entertainment,17,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:17_target_language,"Elle a cessé de fumer récemment, ce qui a vraiment changé sa voix et a rendu cela plus clair, selon ses proches.",target_language,entertainment,17,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:17_code_switched,"Elle a arrêté de fumer récemment, ce qui a vraiment changé sa voix and made it sound clearer, selon ses proches.",code_switched,entertainment,17,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:18_english,"In the film, she embodies a woman who seems to understand everything, but she hides her true intentions behind every glance. Female desire, according to her, remains something mysterious, almost like an enigma that fascinates everyone around her. As an actress and director, she believes that the exploration of these themes is essential, because women's stories serve a spotlight. The atmosphere of the remake is subtle and cerebral, making every scene feel both intimate and powerful.",english,entertainment,18,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:18_target_language,"Dans le film, elle incarne une femme qui semble tout comprendre, mais elle cache ses véritables intentions derrière chaque regard. Le désir féminin, selon elle, reste quelque chose de mystérieux, presque comme une énigme qui fascine tout autour d'elle. En tant qu'actrice et réalisatrice, elle croit que l'exploration de ces thèmes est essentielle, parce que les histoires des femmes servent de projecteur. L'atmosphère du remake est subtile et cérébrale, rendant chaque scène à la fois intime et puissante.",target_language,entertainment,18,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:18_code_switched,"Dans le film, elle incarne une femme qui semble tout comprendre, but she hides her true intentions behind every glance. Le désir féminin, selon elle, reste quelque chose de mystérieux, almost like an enigma that fascinates everyone around her. En tant qu’actrice et réalisatrice, elle croit que l’exploration de ces thèmes est essentielle, because women's stories deserve a spotlight. L’ambiance du remake est subtile et cérébrale, making every scene feel both intimate and powerful.",code_switched,entertainment,18,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:19_english,"She will watch the new programming on France Info, it's assumed to be really innovative. Her colleague will prefer France 4, especially with all the new movies coming soon.",english,entertainment,19,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:19_target_language,"Elle va regarder la nouvelle programmation sur France Info, c'est supposé être vraiment innovant. Son collègue préférera France 4, surtout avec tous les nouveaux films à venir.",target_language,entertainment,19,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:19_code_switched,"Elle va regarder la nouvelle programmation sur France Info, it's supposed to be really innovative. Sa collègue va préférer France 4, especially with all the new movies coming soon.",code_switched,entertainment,19,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:20_english,"She carefully followed Cyril Hanouna's latest show, and then she thought, ""What a dramatic turn for French TV!""",english,entertainment,20,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:20_target_language,"Elle a suivi attentivement la dernière émission de Cyril Hanouna, puis elle s'est dit : « Quel tour dramatique pour la télévision française ! »",target_language,entertainment,20,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:20_code_switched,"Elle a suivi avec attention la dernière émission de Cyril Hanouna, puis elle a pensé, ""what a dramatic turn for French TV!""",code_switched,entertainment,20,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:21_english,"I find that the choice of Lenie for Dance with the stars is very interesting, but honestly, it must be stressful for her to face such a big audience so early in her career. As a young artist, she probably won't know how this exhibition could impact her reputation and her confidence in her. I hope her fans will support her, because having that encourage make all the difference when you take risks like this one.",english,entertainment,21,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:21_target_language,"Je trouve que le choix de Lenie pour Dance avec les stars est très intéressant, mais honnêtement, il doit être stressant pour elle de faire face à un si grand public si tôt dans sa carrière. En tant que jeune artiste, elle ne saura probablement pas comment cette exposition pourrait avoir un impact sur sa réputation et sa confiance en elle. J'espère que ses fans la soutiendront, parce que cela encouragera à faire toute la différence lorsque vous prenez des risques comme celui-ci.",target_language,entertainment,21,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:21_code_switched,"Je trouve que le choix de Lénie pour Danse avec les stars est très intéressant, but honestly, it must be stressful for her to face such a big audience si tôt dans sa carrière. En tant que jeune artiste, she probably worries about how this exposure could impact sa réputation et sa confiance en elle. J'espère que ses fans vont la soutenir, because having that encouragement makes all the difference quand on prend des risques comme celui-ci.",code_switched,entertainment,21,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:22_english,"Last night, I watched a film so captivating that I couldn't stop thinking about the plot twist.",english,entertainment,22,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:22_target_language,"Hier soir, j'ai regardé un film si captivant que je n'ai pas cessé de penser à l'intrigue.",target_language,entertainment,22,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:22_code_switched,"Hier soir, j'ai regardé un film tellement captivant que I couldn't stop thinking about the plot twist.",code_switched,entertainment,22,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:23_english,"Tonight, she's going to watch a movie on TV, because she loves starting the week with some entertainment.",english,entertainment,23,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:23_target_language,"Ce soir, elle va regarder un film à la télé, parce qu'elle adore commencer la semaine avec un peu de divertissement.",target_language,entertainment,23,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:23_code_switched,"Ce soir, elle va regarder un film à la télévision, because she loves starting the week with some entertainment.",code_switched,entertainment,23,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:24_english,"Fashion Week in Paris always attracts so many people, especially celebrating from the US and UK, it is impressive to see this international mix in fashion. I find that every year, brands push creativity further and, honestly, it sets a global standard for fashion.",english,entertainment,24,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:24_target_language,"La Fashion Week à Paris attire toujours tant de personnes, notamment des États-Unis et du Royaume-Uni, il est impressionnant de voir ce mix international dans la mode. Je trouve que chaque année, les marques poussent davantage la créativité et, honnêtement, elle établit un standard mondial pour la mode.",target_language,entertainment,24,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:24_code_switched,"La Fashion Week à Paris attire toujours autant de monde, especially celebrities from the US and UK, c'est impressionnant de voir cette mixité internationale dans la mode. Je trouve que chaque année, les marques poussent la créativité plus loin et, honestly, it sets a global standard for fashion.",code_switched,entertainment,24,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:25_english,"Last year, I studied a lot about the effects of planetary movements on society. It was fascinating to see how people's moods seemed to change with each planetary shift. I discussed with my colleagues the influence of astrology on political decisions. Some of them were sketchical, but I found the correlations leaving intriguing. During a conference, I shared my observations on the ups and downs of 2024. The audience was really engaged and asked lots of questions. I even analyzed the entertainment trends related to astrological events. It turns out, certain movie releases matched big planetary matches!",english,entertainment,25,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:25_target_language,"L'année dernière, j'ai beaucoup étudié les effets des mouvements planétaires sur la société. C'était fascinant de voir comment les humeurs des gens semblaient changer à chaque changement planétaire. J'ai discuté avec mes collègues de l'influence de l'astrologie sur les décisions politiques. Certains d'entre eux étaient esquisses, mais j'ai trouvé les corrélations laissant intrigante. Au cours d'une conférence, j'ai partagé mes observations sur les hauts et les bas de 2024. Le public était vraiment engagé et posé beaucoup de questions. J'ai même analysé les tendances de divertissement liées aux événements astrologiques. Il s'avère que certaines sorties de films correspondaient à de grands matchs planétaires!",target_language,entertainment,25,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:25_code_switched,"L'année dernière, j'ai beaucoup étudié les effets des mouvements planétaires sur la société. It was fascinating to see how people's moods seemed to change with each planetary shift. J'ai discuté avec mes collègues de l'influence de l'astrologie sur les décisions politiques. Some of them were skeptical, but I found the correlations quite intriguing. Pendant une conférence, j'ai partagé mes observations sur les hauts et les bas de 2024. The audience was really engaged and asked lots of questions. J'ai même analysé les tendances de divertissement liées aux événements astrologiques. It turns out, certain movie releases matched big planetary alignments!",code_switched,entertainment,25,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:26_english,"Frankly, I don't understand how Mrs. Barma could have been so hard on me in this contract, it just feels unfair. I thought everything was going to be okay, but cleanly, that wasn't the case.",english,entertainment,26,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:26_target_language,"Franchement, je ne comprends pas comment Mme Barma aurait pu être si dure avec moi dans ce contrat, ça me semble juste injuste. Je pensais que tout allait bien se passer, mais c'était clair, ce n'était pas le cas.",target_language,entertainment,26,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:26_code_switched,"Franchement, je ne comprends pas comment madame Barma a pu être aussi dure avec moi dans ce contrat, it just feels unfair. Je pensais que tout allait bien se passer, mais clearly, ce n’était pas le cas.",code_switched,entertainment,26,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:27_english,"Emma loves to watch award ceremonies because the stands are always so creative. During the evening she noticed that Emma Stone's dress was really unique, especially with all the details inspired by desserts. She thinks that stars like to wear original outfits because it helps them out on the red carpet.",english,entertainment,27,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:27_target_language,"Emma aime regarder les cérémonies de remise des prix parce que les stands sont toujours si créatifs. Pendant la soirée, elle a remarqué que la robe d'Emma Stone était vraiment unique, surtout avec tous les détails inspirés par les desserts. Elle pense que les stars aiment porter des tenues originales parce qu'elle les aide sur le tapis rouge.",target_language,entertainment,27,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:27_code_switched,"Emma adore regarder les cérémonies de remise de prix parce que the dresses are always so creative. Pendant la soirée, elle a remarqué que la robe d’Emma Stone était vraiment unique, especially with all the details inspired by desserts. Elle pense que les stars aiment porter des tenues originales parce que it helps them stand out sur le tapis rouge.",code_switched,entertainment,27,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:28_english,"He found that Roubaud's poetry played with words in a magnificent way, making every line a puzzle for the mind.",english,entertainment,28,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:28_target_language,"Il a trouvé que la poésie de Roubaud jouait avec des mots d'une manière magnifique, faisant de chaque ligne un puzzle pour l'esprit.",target_language,entertainment,28,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:28_code_switched,"Il trouvait que la poésie de Roubaud jouait avec les mots d'une façon magistrale, making every line a puzzle for the mind.",code_switched,entertainment,28,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:29_english,"She's going to watch a new movie this weekend, probably the one starring Emma Stone. Her friend is going to organize an evening to celebrate the release of the series, and everyone is super excited. The critic will surely write an article about the film festival, which will highlight the emerging talents. In March 2025, she will take advantage of opportunities to explore new cultural events, because she is really important for her.",english,entertainment,29,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:29_target_language,"Elle va regarder un nouveau film ce week-end, probablement celui avec Emma Stone. Son amie va organiser une soirée pour célébrer la sortie de la série, et tout le monde est super excité. La critique va sûrement écrire un article sur le festival du film, qui mettra en valeur les talents émergents. En mars 2025, elle profitera des occasions d'explorer de nouveaux événements culturels, parce qu'elle est vraiment importante pour elle.",target_language,entertainment,29,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:29_code_switched,"Elle va regarder un nouveau film ce week-end, probably the one starring Emma Stone. Son amie va organiser une soirée pour célébrer la sortie de la série, and everyone is super excited. La critique va sûrement écrire un article sur le festival du cinéma, which will highlight the emerging talents. En mars 2025, elle va profiter des opportunités pour explorer de nouveaux événements culturels, because entertainment is really important for her.",code_switched,entertainment,29,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:30_english,"Yesterday, I read a fascinating article about Timothy Chalamet and his role in Bob Dylan's biopic, and honestly, I felt that his perspective on the need for a new voice in these cynical times was really inspiring.",english,entertainment,30,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:30_target_language,"Hier, j'ai lu un article fascinant sur Timothy Chalamet et son rôle dans le biopic de Bob Dylan, et honnêtement, j'ai senti que sa perspective sur la nécessité d'une nouvelle voix dans ces temps cyniques était vraiment inspirante.",target_language,entertainment,30,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:30_code_switched,"Hier, j'ai lu un article fascinant sur Timothée Chalamet et son rôle dans le biopic de Bob Dylan, and honestly, I felt that his perspective on the need for a new voice in these cynical times was really inspiring.",code_switched,entertainment,30,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:31_english,"I'm going to watch this new movie this weekend. Everyone's saying it's a masterpiece! Next year, I plan to visit Paris to see art exhibitions. It's being on my fucket list forever! I'm looking forward to discovering the new albums that are coming out soon. The music scene is always so vibrant! Tonight, I'm going to dinner in this Michelin star restaurant. I've heard them have the best desserts!",english,entertainment,31,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:31_target_language,"Je vais regarder ce nouveau film ce week-end. Tout le monde dit que c'est un chef-d'œuvre ! L'année prochaine, je vais visiter Paris pour voir des expositions d'art. C'est pour toujours sur ma liste de baise ! J'ai hâte de découvrir les nouveaux albums qui sortent bientôt. La scène musicale est toujours si vibrante ! Ce soir, je vais dîner dans ce restaurant étoilé Michelin. J'ai entendu qu'ils ont les meilleurs desserts !",target_language,entertainment,31,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:31_code_switched,"Je vais regarder ce nouveau film ce week-end. Everyone's saying it's a masterpiece! L'année prochaine, je prévois de visiter Paris pour voir les expositions d'art. It's been on my bucket list forever! J'ai hâte de découvrir les nouveaux albums qui sortent bientôt. The music scene is always so vibrant! Ce soir, je vais dîner dans ce restaurant étoilé Michelin. I've heard they have the best desserts!",code_switched,entertainment,31,fr_eng_s_e_s_n.json
fr_eng_s_e_s_n:32_english,"I'm probably going to read all the articles about Liam Payne this week, because I'm just going to believe what happened. Tomorrow, I'll talk to my friends about this tragedy, especially since we all used to listen to One Direction. I think I'll watch some videos memories, just to remember the good times. This weekend, I'll surely share a tribute on my social networks, hoping it will bring comfort to other fans.",english,entertainment,32,fr_eng_s_e_s_n.json
