id,text,condition,domain,source_id,source_file
hi_eng_s_e_s_n:4_target_language,"सभी स्ट्रीमिंग प्लेटफार्मों के बारे में भावुक पत्रकार ने हमेशा पारंपरिक सिनेमा के लिए एक विशेष स्थान रखा है, खासकर जब बड़े पर्दे के अनुभवों की बात आती है।",target_language,entertainment,hi_eng_s_e_s_n:4,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:4_code_switched,"सभी स्ट्रीमिंग प्लेटफार्मों के बारे में एक भावुक पत्रकार ने हमेशा पारंपरिक सिनेमा के लिए एक विशेष स्थान रखा है, especially when it comes to big screen experiences.",code_switched,entertainment,hi_eng_s_e_s_n:4,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:5_english,I read that Soig Sibéril was a pioneer of Breton music. He really changed the way people saw the guitar in traditional music. It's impressive how he collaborated with so many local artists. His influence is still felt in Brittany's music scene. The news of his death really touched me. It's always sad to lose someone who brought so much to the culture. I think his contributions will continue to inspire many musicians.,english,entertainment,hi_eng_s_e_s_n:5,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:5_target_language,मैंने पढ़ा कि सोइग सिबेरिल ब्रेटन संगीत के अग्रणी थे। उन्होंने वास्तव में पारंपरिक संगीत में लोगों के गिटार देखने के तरीके को बदल दिया। यह प्रभावशाली है कि उन्होंने इतने सारे स्थानीय कलाकारों के साथ कैसे काम किया। उनका प्रभाव अभी भी ब्रिटनी के संगीत परिदृश्य में महसूस किया जाता है। उनकी मृत्यु की खबर ने मुझे वास्तव में छुआ। किसी ऐसे व्यक्ति को खोना हमेशा दुखद होता है जो संस्कृति में इतना कुछ लाया। मुझे लगता है कि उनका योगदान कई संगीतकारों को प्रेरित करता रहेगा।,target_language,entertainment,hi_eng_s_e_s_n:5,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:5_code_switched,"मैंने पढ़ा कि सोइग सिबेरिल ब्रेटन संगीत के अग्रणी थे। He really changed the way people saw the guitar in traditional music; it's impressive how they worked with so many local artists, and their impact is still felt in Brittany's music scene. उनकी मृत्यु की खबर ने मुझे वास्तव में छुआ; it's always sad to lose someone who brought so much to the culture. मुझे लगता है कि उनका योगदान कई संगीतकारों को प्रेरित करता रहेगा.",code_switched,entertainment,hi_eng_s_e_s_n:5,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:6_english,"Last night, she watched ""Don't forget the lyrics!"" with her family, and they all had so much fun singing the lyrics together.",english,entertainment,hi_eng_s_e_s_n:6,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:6_target_language,"पिछली रात, उन्होंने अपने परिवार के साथ ""गीतों को मत भूलना!"" देखा, और उन सभी को एक साथ गीत गाने में बहुत मज़ा आया।",target_language,entertainment,hi_eng_s_e_s_n:6,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:6_code_switched,"पिछली रात, उन्होंने अपने परिवार के साथ ""गीतों को मत भूलना!"" देखा, और everyone had a lot of fun singing the song together.",code_switched,entertainment,hi_eng_s_e_s_n:6,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:7_english,"When I read Murakami's latest novel, I couldn't help but felt transported into another world. The story was so mysterious that, sometimes, I wondered if all this was just a dream. I loved the way his words paint Paris, like a city with uncertains walls.",english,entertainment,hi_eng_s_e_s_n:7,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:7_target_language,"जब मैंने मुराकामी का नवीनतम उपन्यास पढ़ा, तो मैं खुद को किसी और दुनिया में ले जाने से रोक नहीं सका। कहानी इतनी रहस्यमय थी कि कभी-कभी मुझे आश्चर्य होता कि क्या यह सब सिर्फ एक सपना था। मुझे पेरिस को चित्रित करने के उनके शब्दों का तरीका पसंद आया, जैसे कि अनिश्चित दीवारों वाले शहर।",target_language,entertainment,hi_eng_s_e_s_n:7,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:7_code_switched,"जब मैंने मुराकामी का नवीनतम उपन्यास पढ़ा, तो I couldn't help but खुद को किसी और दुनिया में ले जाने से रोक नहीं सका; कहानी इतनी रहस्यमय थी कि sometimes मुझे आश्चर्य होता था कि क्या यह सब सिर्फ a dream था। मुझे पेरिस को चित्रित करने के उनके शब्दों का तरीका पसंद आया, like a city with uncertain walls.",code_switched,entertainment,hi_eng_s_e_s_n:7,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:8_english,"This year, I'm going to watch all the new movies with the great directors, because I don't want to miss any big moments at the cinema.",english,entertainment,hi_eng_s_e_s_n:8,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:8_target_language,"इस साल, मैं महान निर्देशकों के साथ सभी नई फिल्में देखने जा रहा हूं, क्योंकि मैं सिनेमा में किसी भी बड़े पल को याद नहीं करना चाहता।",target_language,entertainment,hi_eng_s_e_s_n:8,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:8_code_switched,"इस साल, मैं महान निर्देशकों की सभी नई फिल्में देखने जा रहा हूँ, because I don't want to miss any big moment in सिनेमा।",code_switched,entertainment,hi_eng_s_e_s_n:8,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:9_english,"In the future, I think Demi Moore will continue to inspire many young actors, especially with her impressive career and resilience.",english,entertainment,hi_eng_s_e_s_n:9,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:9_target_language,"भविष्य में, मुझे लगता है कि डेमी मूर कई युवा अभिनेताओं को प्रेरित करना जारी रखेंगी, विशेष रूप से अपने प्रभावशाली करियर और लचीलेपन के साथ।",target_language,entertainment,hi_eng_s_e_s_n:9,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:9_code_switched,"भविष्य में, मुझे लगता है कि डेमी मूर अपने प्रभावशाली करियर और resilience के साथ कई युवा अभिनेताओं को inspire करना जारी रखेंगी।",code_switched,entertainment,hi_eng_s_e_s_n:9,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:10_english,"I saw Bong Joon-ho's new movie last weekend, and frankly, the script really surprised me, especially when the plot twist happened.",english,entertainment,hi_eng_s_e_s_n:10,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:10_target_language,"मैंने पिछले सप्ताहांत में बोंग जून-हो की नई फिल्म देखी, और स्पष्ट रूप से, पटकथा ने मुझे वास्तव में आश्चर्यचकित कर दिया, खासकर जब कथानक में मोड़ आया।",target_language,entertainment,hi_eng_s_e_s_n:10,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:10_code_switched,"मैंने पिछले सप्ताहांत में बोंग की नई फिल्म देखी, और स्पष्ट रूप से, पटकथा ने मुझे वाकई में चौंका दिया, especially जब plot twist हुआ।",code_switched,entertainment,hi_eng_s_e_s_n:10,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:11_english,"He will surely celebrate this success with his friends, because reaching such a high number of sales is a big achievement. His parents will be proud of him, especially considering how young he is for such a milestone.",english,entertainment,hi_eng_s_e_s_n:11,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:11_target_language,"वह निश्चित रूप से अपने दोस्तों के साथ इस सफलता का जश्न मनाएगा, क्योंकि इतनी बड़ी संख्या में बिक्री तक पहुंचना एक बड़ी उपलब्धि है। उसके माता-पिता को उस पर गर्व होगा, विशेष रूप से यह देखते हुए कि वह इस तरह के मील के पत्थर के लिए कितना छोटा है।",target_language,entertainment,hi_eng_s_e_s_n:11,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:11_code_switched,"वह निश्चित रूप से अपने दोस्तों के साथ इस सफलता का जश्न मनाएगा, क्योंकि इतनी बड़ी संख्या में बिक्री तक पहुंचना एक बड़ी achievement है; उसके parents को उस पर गर्व होगा, especially considering he is so young for such a milestone.",code_switched,entertainment,hi_eng_s_e_s_n:11,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:12_english,"She had watched the movie last night, and she really enjoyed the ending. After finishing the show, she said it was amazing, especially the soundtrack. Her friend recommended a new show, so she checked it out immediately. She found the performance of the main actress impressive, even though the plot was predictable.",english,entertainment,hi_eng_s_e_s_n:12,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:12_target_language,"उन्होंने कल रात फिल्म देखी थी, और उन्होंने वास्तव में अंत का आनंद लिया। शो समाप्त करने के बाद, उन्होंने कहा कि यह अद्भुत था, विशेष रूप से साउंडट्रैक। उनके दोस्त ने एक नए शो की सिफारिश की, इसलिए उन्होंने इसे तुरंत देखा। उन्होंने मुख्य अभिनेत्री के प्रदर्शन को प्रभावशाली पाया, भले ही कथानक अनुमानित था।",target_language,entertainment,hi_eng_s_e_s_n:12,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:12_code_switched,"उन्होंने कल रात फिल्म देखी थी और she really enjoyed the ending. शो खत्म होने के बाद, उन्होंने कहा कि यह amazing था, especially the soundtrack. उनके दोस्त ने a new show की recommend की, इसलिए उन्होंने तुरंत देख ली। उन्होंने main actress का performance impressive पाया, even though the plot predictable था।",code_switched,entertainment,hi_eng_s_e_s_n:12,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:13_english,"She watched Nikos Aliagas' announcement on TikTok, and she felt genetically excited about the changes for The Voice Kids. She remembered that the last season had already surprised everyone, but this time, the suspense was even bigger. After the announcement, she immediately shared the news with her friends, who couldn't wait to see the new format.",english,entertainment,hi_eng_s_e_s_n:13,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:13_target_language,"उन्होंने टिकटॉक पर निकोस अलियागास की घोषणा देखी, और द वॉयस किड्स के लिए बदलावों के बारे में आनुवंशिक रूप से उत्साहित महसूस किया। उन्हें याद आया कि पिछले सीज़न ने पहले ही सभी को चौंका दिया था, लेकिन इस बार, सस्पेंस और भी बड़ा था। घोषणा के बाद, उन्होंने तुरंत अपने दोस्तों के साथ खबर साझा की, जो नए प्रारूप को देखने के लिए इंतजार नहीं कर सकते थे।",target_language,entertainment,hi_eng_s_e_s_n:13,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:13_code_switched,"उन्होंने टिकटॉक पर निकोस अलियागास की घोषणा देखी और The Voice Kids के बदलावों को लेकर उत्साहित महसूस किया। उन्हें याद आया कि पिछले सीज़न ने पहले ही सबको चौंका दिया था, लेकिन इस बार suspense और भी बड़ा था। घोषणा के बाद, उन्होंने तुरंत अपने दोस्तों के साथ ये खबर शेयर की, जो नए format को देखने के लिए इंतजार नहीं कर सकते थे।",code_switched,entertainment,hi_eng_s_e_s_n:13,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:14_english,"Jean-Jacques Goldman will probably continue to avoid the spotlight, but he will surely inspire many fans with his enduring legacy.",english,entertainment,hi_eng_s_e_s_n:14,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:14_target_language,"जीन-जैक्स गोल्डमैन शायद सुर्खियों से बचना जारी रखेंगे, लेकिन वह निश्चित रूप से अपनी स्थायी विरासत से कई प्रशंसकों को प्रेरित करेंगे।",target_language,entertainment,hi_eng_s_e_s_n:14,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:14_code_switched,"जीन-जैक्स गोल्डमैन शायद सुर्खियों से बचते रहेंगे, लेकिन उनकी स्थायी विरासत definitely कई प्रशंसकों को inspire करेगी।",code_switched,entertainment,hi_eng_s_e_s_n:14,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:15_english,"The singer shares his difficult experience, and she thinks it shows a lot of courage. She notes that in this genre of show, authenticity is really important. It's interesting to see how he manages his emotions, especially in front of the public. She believes that speaking openly about his wounds, it helps others to feel less alone.",english,entertainment,hi_eng_s_e_s_n:15,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:15_target_language,"गायक अपना कठिन अनुभव साझा करता है, और वह सोचती है कि यह बहुत साहस दिखाता है। वह नोट करती है कि शो की इस शैली में, प्रामाणिकता वास्तव में महत्वपूर्ण है। यह देखना दिलचस्प है कि वह अपनी भावनाओं को कैसे प्रबंधित करता है, विशेष रूप से जनता के सामने। वह मानती है कि अपने घावों के बारे में खुलकर बोलने से दूसरों को कम अकेला महसूस करने में मदद मिलती है।",target_language,entertainment,hi_eng_s_e_s_n:15,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:15_code_switched,"गायक अपना कठिन अनुभव साझा करता है और वह सोचती है कि यह साहस का बहुत अच्छा प्रदर्शन है, और वह नोट करती है कि शो की इस शैली में authenticity really important है; यह देखना दिलचस्प है कि वह अपनी भावनाओं को कैसे manage करता है, especially in front of the public. वह मानती है कि अपने घावों के बारे में खुलकर बोलने से दूसरों को it helps feel less alone.",code_switched,entertainment,hi_eng_s_e_s_n:15,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:16_english,"It is incredible to see how African cinema will evolve after Souleymane Cissé's disappearance, especially considering his impact on future generations. I think that in the coming years, young Malian filmmakers will be inspired by his work to push boundaries in filmmaking. We will probably celebrate his legacy at several festivals, and I will make sure to wait at least one of them to pay tribute to his genius. I hope his films will be restored and broadcast internationally, so that people everywhere can appreciate his vision.",english,entertainment,hi_eng_s_e_s_n:16,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:16_target_language,"यह देखना अविश्वसनीय है कि सौलेमैन सीसे के गायब होने के बाद अफ्रीकी सिनेमा कैसे विकसित होगा, विशेष रूप से आने वाली पीढ़ियों पर उनके प्रभाव को देखते हुए। मुझे लगता है कि आने वाले वर्षों में, युवा माली फिल्म निर्माता फिल्म निर्माण में सीमाओं को आगे बढ़ाने के लिए उनके काम से प्रेरित होंगे। हम शायद कई समारोहों में उनकी विरासत का जश्न मनाएंगे, और मैं उनकी प्रतिभा को श्रद्धांजलि देने के लिए उनमें से कम से कम एक का इंतजार करना सुनिश्चित करूंगा। मुझे उम्मीद है कि उनकी फिल्मों को पुनर्स्थापित किया जाएगा और अंतरराष्ट्रीय स्तर पर प्रसारित किया जाएगा, ताकि हर जगह लोग उनकी दृष्टि की सराहना कर सकें।",target_language,entertainment,hi_eng_s_e_s_n:16,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:16_code_switched,"यह देखना अविश्वसनीय है कि सौलेमैन सीसे के गायब होने के बाद अफ्रीकी सिनेमा कैसे विकसित होगा, especially considering his impact on future generations. मुझे लगता है कि आने वाले वर्षों में युवा माली फिल्म निर्माता फिल्म निर्माण में सीमाओं को आगे बढ़ाने के लिए प्रेरित होंगे, और हम शायद कई festivals में उनकी विरासत का जश्न मनाएंगे; मैं कम से कम एक का इंतजार करना सुनिश्चित करूंगा to pay tribute to his genius, और मुझे उम्मीद है कि उनकी films पुनर्स्थापित की जाएंगी और अंतरराष्ट्रीय स्तर पर प्रसारित की जाएंगी, ताकि लोग everywhere उसकी दृष्टि की सराहना कर सकें।",code_switched,entertainment,hi_eng_s_e_s_n:16,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:17_english,"She quit smoking recently, which really changed her voice and made it sound clearer, according to her loved ones.",english,entertainment,hi_eng_s_e_s_n:17,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:17_target_language,"उन्होंने हाल ही में धूम्रपान छोड़ दिया, जिससे वास्तव में उनकी आवाज़ बदल गई और उनके प्रियजनों के अनुसार यह ध्वनि स्पष्ट हो गई।",target_language,entertainment,hi_eng_s_e_s_n:17,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:17_code_switched,"उन्होंने हाल ही में धूम्रपान छोड़ दिया, जिससे उनकी आवाज़ वास्तव में बदल गई और उनके प्रियजनों के अनुसार यह sound clearer हो गई।",code_switched,entertainment,hi_eng_s_e_s_n:17,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:18_english,"In the film, she embodies a woman who seems to understand everything, but she hides her true intentions behind every glance. Female desire, according to her, remains something mysterious, almost like an enigma that fascinates everyone around her. As an actress and director, she believes that the exploration of these themes is essential, because women's stories serve a spotlight. The atmosphere of the remake is subtle and cerebral, making every scene feel both intimate and powerful.",english,entertainment,hi_eng_s_e_s_n:18,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:18_target_language,"फिल्म में, वह एक ऐसी महिला का चित्रण करती है जो सब कुछ समझती है, लेकिन वह हर नज़र में अपने सच्चे इरादों को छुपाती है। महिला की इच्छा, उसके अनुसार, कुछ रहस्यमय बनी हुई है, लगभग एक पहेली की तरह जो उसके आस-पास के सभी लोगों को आकर्षित करती है। एक अभिनेत्री और निर्देशक के रूप में, वह मानती है कि इन विषयों की खोज आवश्यक है, क्योंकि महिलाओं की कहानियाँ एक सुर्खियों की सेवा करती हैं। रीमेक का वातावरण सूक्ष्म और मस्तिष्क है, जो हर दृश्य को अंतरंग और शक्तिशाली दोनों महसूस कराता है।",target_language,entertainment,hi_eng_s_e_s_n:18,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:18_code_switched,"फिल्म में, वह एक ऐसी महिला का चित्रण करती है जो सब कुछ समझती है, लेकिन हर नज़र में वह अपने सच्चे इरादों को छुपाती है, almost like an enigma that fascinates everyone around her. एक अभिनेत्री और निर्देशक के रूप में, she believes कि इन विषयों की खोज आवश्यक है, because women's stories deserve a spotlight. रीमेक का वातावरण सूक्ष्म और मस्तिष्क है, making every scene feel both intimate and powerful.",code_switched,entertainment,hi_eng_s_e_s_n:18,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:19_english,"She will watch the new programming on France Info, it's assumed to be really innovative. Her colleague will prefer France 4, especially with all the new movies coming soon.",english,entertainment,hi_eng_s_e_s_n:19,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:19_target_language,"वह फ्रांस इंफो पर नई प्रोग्रामिंग देखेगी, यह वास्तव में अभिनव माना जाता है। उसके सहयोगी फ्रांस 4 को पसंद करेंगे, विशेष रूप से जल्द ही आने वाली सभी नई फिल्मों के साथ।",target_language,entertainment,hi_eng_s_e_s_n:19,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:19_code_switched,"वह फ्रांस Info पर नई प्रोग्रामिंग देखेगी, जो वास्तव में innovative है। उसके सहयोगी फ्रांस 4 को पसंद करेंगे, especially नई फिल्मों के साथ जो जल्द ही coming soon हैं।",code_switched,entertainment,hi_eng_s_e_s_n:19,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:20_english,"She carefully followed Cyril Hanouna's latest show, and then she thought, ""What a dramatic turn for French TV!""",english,entertainment,hi_eng_s_e_s_n:20,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:20_target_language,"उन्होंने सिरिल हनोना के नवीनतम शो को ध्यान से देखा, और फिर उन्होंने सोचा, ""फ्रांसीसी टीवी के लिए क्या नाटकीय मोड़ है!""",target_language,entertainment,hi_eng_s_e_s_n:20,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:20_code_switched,"उन्होंने सिरिल हनोना का लेटेस्ट शो ध्यान से देखा, और फिर सोचा, ""फ्रांसीसी टीवी के लिए क्या dramatic turn है!""",code_switched,entertainment,hi_eng_s_e_s_n:20,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:21_english,"I find that the choice of Lenie for Dance with the stars is very interesting, but honestly, it must be stressful for her to face such a big audience so early in her career. As a young artist, she probably won't know how this exhibition could impact her reputation and her confidence in her. I hope her fans will support her, because having that encourage make all the difference when you take risks like this one.",english,entertainment,hi_eng_s_e_s_n:21,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:21_target_language,"मुझे लगता है कि सितारों के साथ नृत्य के लिए लेनी का चयन बहुत दिलचस्प है, लेकिन ईमानदारी से, अपने करियर में इतनी जल्दी इतने बड़े दर्शकों का सामना करना उनके लिए तनावपूर्ण होगा। एक युवा कलाकार के रूप में, उन्हें शायद पता नहीं होगा कि यह प्रदर्शनी उनकी प्रतिष्ठा और उन पर उनके विश्वास को कैसे प्रभावित कर सकती है। मुझे उम्मीद है कि उनके प्रशंसक उनका समर्थन करेंगे, क्योंकि जब आप इस तरह के जोखिम लेते हैं तो इस तरह के प्रोत्साहन से सभी फर्क पड़ता है।",target_language,entertainment,hi_eng_s_e_s_n:21,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:21_code_switched,"मुझे लगता है कि सितारों के साथ नृत्य के लिए लेनी का चयन बहुत दिलचस्प है, but honestly, अपने करियर में इतनी जल्दी इतने बड़े दर्शकों का सामना करना definitely stressful होगा। एक युवा कलाकार के रूप में, शायद उन्हें पता नहीं होगा कि यह प्रदर्शनी उनकी प्रतिष्ठा और उन पर उनके विश्वास को कैसे could impact। मुझे उम्मीद है कि उनके प्रशंसक उनका समर्थन करेंगे, because such प्रोत्साहन से सभी फर्क पड़ता है, it makes all the difference।",code_switched,entertainment,hi_eng_s_e_s_n:21,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:22_english,"Last night, I watched a film so captivating that I couldn't stop thinking about the plot twist.",english,entertainment,hi_eng_s_e_s_n:22,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:22_target_language,"पिछली रात, मैंने एक फिल्म इतनी मनमोहक देखी कि मैं कथानक के मोड़ के बारे में सोचना बंद नहीं कर सका।",target_language,entertainment,hi_eng_s_e_s_n:22,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:22_code_switched,"पिछली रात मैंने एक फिल्म देखी, और I couldn't stop thinking about the plot twist.",code_switched,entertainment,hi_eng_s_e_s_n:22,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:23_english,"Tonight, she's going to watch a movie on TV, because she loves starting the week with some entertainment.",english,entertainment,hi_eng_s_e_s_n:23,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:23_target_language,"आज रात, वह टीवी पर एक फिल्म देखने जा रही है, क्योंकि उसे कुछ मनोरंजन के साथ सप्ताह की शुरुआत करना पसंद है।",target_language,entertainment,hi_eng_s_e_s_n:23,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:23_code_switched,"आज रात, वह टीवी पर एक फिल्म देखने जा रही है, क्योंकि उसे कुछ entertainment चाहिए ताकि वह सप्ताह की शुरुआत अच्छे से कर सके।",code_switched,entertainment,hi_eng_s_e_s_n:23,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:24_english,"Fashion Week in Paris always attracts so many people, especially celebrating from the US and UK, it is impressive to see this international mix in fashion. I find that every year, brands push creativity further and, honestly, it sets a global standard for fashion.",english,entertainment,hi_eng_s_e_s_n:24,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:24_target_language,"पेरिस में फैशन वीक हमेशा इतने सारे लोगों को आकर्षित करता है, विशेष रूप से अमेरिका और ब्रिटेन से जश्न मनाते हुए, फैशन में इस अंतर्राष्ट्रीय मिश्रण को देखना प्रभावशाली है। मुझे लगता है कि हर साल, ब्रांड रचनात्मकता को आगे बढ़ाते हैं और ईमानदारी से, यह फैशन के लिए एक वैश्विक मानक स्थापित करता है।",target_language,entertainment,hi_eng_s_e_s_n:24,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:24_code_switched,"पेरिस में फैशन वीक हमेशा इतने सारे लोगों को आकर्षित करता है, especially अमेरिका और ब्रिटेन से आने वाले लोगों के जश्न को देखना प्रभावशाली है; मुझे लगता है कि हर साल ब्रांड्स creativity को आगे बढ़ाते हैं और honestly, यह फैशन के लिए एक global standard स्थापित करता है।",code_switched,entertainment,hi_eng_s_e_s_n:24,hi_eng_s_e_s_n.json
